"Election_Date","Election_Type","Parliament","Province_Territory","Constituency","Combined_Key","Expected_Candidates","Expected_DM"
2000-11-27,"General","37","Ontario","Kitchener--Waterloo","2000-11-27, Kitchener--Waterloo, Ontario",8,1
2000-11-27,"General","37","Ontario","Kitchener Centre","2000-11-27, Kitchener Centre, Ontario",5,1
2000-11-27,"General","37","Ontario","Lambton--Kent--Middlesex","2000-11-27, Lambton--Kent--Middlesex, Ontario",7,1
2000-11-27,"General","37","Ontario","Lanark--Carleton","2000-11-27, Lanark--Carleton, Ontario",8,1
2000-11-27,"General","37","Ontario","Leeds--Grenville","2000-11-27, Leeds--Grenville, Ontario",6,1
2000-11-27,"General","37","Ontario","London--Fanshawe","2000-11-27, London--Fanshawe, Ontario",4,1
2000-11-27,"General","37","Ontario","London North Centre","2000-11-27, London North Centre, Ontario",7,1
2000-11-27,"General","37","Ontario","London West","2000-11-27, London West, Ontario",7,1
2000-11-27,"General","37","Ontario","Markham","2000-11-27, Markham, Ontario",7,1
2000-11-27,"General","37","Ontario","Mississauga Centre","2000-11-27, Mississauga Centre, Ontario",6,1
2000-11-27,"General","37","Ontario","Mississauga East","2000-11-27, Mississauga East, Ontario",5,1
2000-11-27,"General","37","Ontario","Mississauga South","2000-11-27, Mississauga South, Ontario",6,1
2000-11-27,"General","37","Ontario","Mississauga West","2000-11-27, Mississauga West, Ontario",5,1
2000-11-27,"General","37","Ontario","Nepean--Carleton","2000-11-27, Nepean--Carleton, Ontario",7,1
2000-11-27,"General","37","Ontario","Niagara Centre","2000-11-27, Niagara Centre, Ontario",6,1
2000-11-27,"General","37","Ontario","Niagara Falls","2000-11-27, Niagara Falls, Ontario",6,1
2000-11-27,"General","37","Ontario","Nickel Belt","2000-11-27, Nickel Belt, Ontario",4,1
2000-11-27,"General","37","Ontario","Nipissing","2000-11-27, Nipissing, Ontario",4,1
2000-11-27,"General","37","Ontario","Northumberland","2000-11-27, Northumberland, Ontario",6,1
2000-11-27,"General","37","Ontario","Oak Ridges","2000-11-27, Oak Ridges, Ontario",6,1
2000-11-27,"General","37","Ontario","Oakville","2000-11-27, Oakville, Ontario",5,1
2000-11-27,"General","37","Ontario","Oshawa","2000-11-27, Oshawa, Ontario",6,1
2000-11-27,"General","37","Ontario","Ottawa--Orléans","2000-11-27, Ottawa--Orléans, Ontario",9,1
2000-11-27,"General","37","Ontario","Ottawa--Vanier","2000-11-27, Ottawa--Vanier, Ontario",9,1
2000-11-27,"General","37","Ontario","Ottawa Centre","2000-11-27, Ottawa Centre, Ontario",10,1
2000-11-27,"General","37","Ontario","Ottawa South","2000-11-27, Ottawa South, Ontario",8,1
2000-11-27,"General","37","Ontario","Ottawa West--Nepean","2000-11-27, Ottawa West--Nepean, Ontario",10,1
2000-11-27,"General","37","Ontario","Oxford","2000-11-27, Oxford, Ontario",6,1
2000-11-27,"General","37","Ontario","Parkdale--High Park","2000-11-27, Parkdale--High Park, Ontario",10,1
2000-11-27,"General","37","Ontario","Parry Sound--Muskoka","2000-11-27, Parry Sound--Muskoka, Ontario",5,1
2000-11-27,"General","37","Ontario","Perth--Middlesex","2000-11-27, Perth--Middlesex, Ontario",7,1
2000-11-27,"General","37","Ontario","Peterborough","2000-11-27, Peterborough, Ontario",6,1
2000-11-27,"General","37","Ontario","Pickering--Ajax--Uxbridge","2000-11-27, Pickering--Ajax--Uxbridge, Ontario",5,1
2000-11-27,"General","37","Ontario","Prince Edward--Hastings","2000-11-27, Prince Edward--Hastings, Ontario",4,1
2000-11-27,"General","37","Ontario","Renfrew--Nipissing--Pembroke","2000-11-27, Renfrew--Nipissing--Pembroke, Ontario",7,1
2000-11-27,"General","37","Ontario","Sarnia--Lambton","2000-11-27, Sarnia--Lambton, Ontario",10,1
2000-11-27,"General","37","Ontario","Sault Ste. Marie","2000-11-27, Sault Ste. Marie, Ontario",6,1
2000-11-27,"General","37","Ontario","Scarborough--Agincourt","2000-11-27, Scarborough--Agincourt, Ontario",6,1
2000-11-27,"General","37","Ontario","Scarborough--Rouge River","2000-11-27, Scarborough--Rouge River, Ontario",4,1
2000-11-27,"General","37","Ontario","Scarborough Centre","2000-11-27, Scarborough Centre, Ontario",4,1
2000-11-27,"General","37","Ontario","Scarborough East","2000-11-27, Scarborough East, Ontario",6,1
2000-11-27,"General","37","Ontario","Scarborough Southwest","2000-11-27, Scarborough Southwest, Ontario",6,1
2000-11-27,"General","37","Ontario","Simcoe--Grey","2000-11-27, Simcoe--Grey, Ontario",6,1
2000-11-27,"General","37","Ontario","Simcoe North","2000-11-27, Simcoe North, Ontario",5,1
2000-11-27,"General","37","Ontario","St. Catharines","2000-11-27, St. Catharines, Ontario",7,1
2000-11-27,"General","37","Ontario","St. Paul's","2000-11-27, St. Paul's, Ontario",9,1
2000-11-27,"General","37","Ontario","Stoney Creek","2000-11-27, Stoney Creek, Ontario",6,1
2000-11-27,"General","37","Ontario","Stormont--Dundas--Charlottenburgh","2000-11-27, Stormont--Dundas--Charlottenburgh, Ontario",6,1
2000-11-27,"General","37","Ontario","Sudbury","2000-11-27, Sudbury, Ontario",7,1
2000-11-27,"General","37","Ontario","Thornhill","2000-11-27, Thornhill, Ontario",5,1
2000-11-27,"General","37","Ontario","Thunder Bay--Atikokan","2000-11-27, Thunder Bay--Atikokan, Ontario",5,1
2000-11-27,"General","37","Ontario","Thunder Bay--Superior North","2000-11-27, Thunder Bay--Superior North, Ontario",6,1
2000-11-27,"General","37","Ontario","Timiskaming--Cochrane","2000-11-27, Timiskaming--Cochrane, Ontario",5,1
2000-11-27,"General","37","Ontario","Timmins--James Bay","2000-11-27, Timmins--James Bay, Ontario",4,1
2000-11-27,"General","37","Ontario","Toronto--Danforth","2000-11-27, Toronto--Danforth, Ontario",10,1
2000-11-27,"General","37","Ontario","Toronto Centre--Rosedale","2000-11-27, Toronto Centre--Rosedale, Ontario",9,1
2000-11-27,"General","37","Ontario","Trinity--Spadina","2000-11-27, Trinity--Spadina, Ontario",9,1
2000-11-27,"General","37","Ontario","Vaughan--King--Aurora","2000-11-27, Vaughan--King--Aurora, Ontario",5,1
2000-11-27,"General","37","Ontario","Waterloo--Wellington","2000-11-27, Waterloo--Wellington, Ontario",6,1
2000-11-27,"General","37","Ontario","Whitby--Ajax","2000-11-27, Whitby--Ajax, Ontario",4,1
2000-11-27,"General","37","Ontario","Willowdale","2000-11-27, Willowdale, Ontario",5,1
2000-11-27,"General","37","Ontario","Windsor--St. Clair","2000-11-27, Windsor--St. Clair, Ontario",6,1
2000-11-27,"General","37","Ontario","Windsor West","2000-11-27, Windsor West, Ontario",6,1
2000-11-27,"General","37","Ontario","York Centre","2000-11-27, York Centre, Ontario",7,1
2000-11-27,"General","37","Ontario","York North","2000-11-27, York North, Ontario",5,1
2000-11-27,"General","37","Ontario","York South--Weston","2000-11-27, York South--Weston, Ontario",8,1
2000-11-27,"General","37","Ontario","York West","2000-11-27, York West, Ontario",5,1
2000-11-27,"General","37","Quebec","Abitibi--Baie-James--Nunavik","2000-11-27, Abitibi--Baie-James--Nunavik, Quebec",5,1
2000-11-27,"General","37","Quebec","Ahuntsic","2000-11-27, Ahuntsic, Quebec",8,1
2000-11-27,"General","37","Quebec","Anjou--Rivière-des-Prairies","2000-11-27, Anjou--Rivière-des-Prairies, Quebec",7,1
2000-11-27,"General","37","Quebec","Argenteuil--Papineau--Mirabel","2000-11-27, Argenteuil--Papineau--Mirabel, Quebec",9,1
2000-11-27,"General","37","Quebec","Bas-Richelieu--Nicolet--Bécancour","2000-11-27, Bas-Richelieu--Nicolet--Bécancour, Quebec",6,1
2000-11-27,"General","37","Quebec","Beauce","2000-11-27, Beauce, Quebec",6,1
2000-11-27,"General","37","Quebec","Beauharnois--Salaberry","2000-11-27, Beauharnois--Salaberry, Quebec",5,1
2000-11-27,"General","37","Quebec","Beauport--Montmorency--Côte-de-Beaupré--Île-d'Orléans","2000-11-27, Beauport--Montmorency--Côte-de-Beaupré--Île-d'Orléans, Quebec",7,1
2000-11-27,"General","37","Quebec","Bellechasse--Etchemins--Montmagny--L'Islet","2000-11-27, Bellechasse--Etchemins--Montmagny--L'Islet, Quebec",4,1
2000-11-27,"General","37","Quebec","Berthier--Montcalm","2000-11-27, Berthier--Montcalm, Quebec",6,1
2000-11-27,"General","37","Quebec","Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok","2000-11-27, Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok, Quebec",4,1
2000-11-27,"General","37","Quebec","Bourassa","2000-11-27, Bourassa, Quebec",7,1
2000-11-27,"General","37","Quebec","Brome--Missisquoi","2000-11-27, Brome--Missisquoi, Quebec",5,1
2000-11-27,"General","37","Quebec","Brossard--La Prairie","2000-11-27, Brossard--La Prairie, Quebec",7,1
2000-11-27,"General","37","Quebec","Chambly","2000-11-27, Chambly, Quebec",6,1
2000-11-27,"General","37","Quebec","Champlain","2000-11-27, Champlain, Quebec",5,1
2000-11-27,"General","37","Quebec","Charlesbourg--Jacques-Cartier","2000-11-27, Charlesbourg--Jacques-Cartier, Quebec",6,1
2000-11-27,"General","37","Quebec","Charlevoix","2000-11-27, Charlevoix, Quebec",5,1
2000-11-27,"General","37","Quebec","Châteauguay","2000-11-27, Châteauguay, Quebec",6,1
2000-11-27,"General","37","Quebec","Chicoutimi--Le Fjord","2000-11-27, Chicoutimi--Le Fjord, Quebec",5,1
2000-11-27,"General","37","Quebec","Compton--Stanstead","2000-11-27, Compton--Stanstead, Quebec",6,1
2000-11-27,"General","37","Quebec","Drummond","2000-11-27, Drummond, Quebec",5,1
2000-11-27,"General","37","Quebec","Frontenac--Mégantic","2000-11-27, Frontenac--Mégantic, Quebec",6,1
2000-11-27,"General","37","Quebec","Gatineau","2000-11-27, Gatineau, Quebec",9,1
2000-11-27,"General","37","Quebec","Hochelaga--Maisonneuve","2000-11-27, Hochelaga--Maisonneuve, Quebec",8,1
2000-11-27,"General","37","Quebec","Hull--Aylmer","2000-11-27, Hull--Aylmer, Quebec",10,1
2000-11-27,"General","37","Quebec","Joliette","2000-11-27, Joliette, Quebec",6,1
2000-11-27,"General","37","Quebec","Jonquière","2000-11-27, Jonquière, Quebec",4,1
2000-11-27,"General","37","Quebec","Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques","2000-11-27, Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques, Quebec",6,1
2000-11-27,"General","37","Quebec","Lac-Saint-Jean--Saguenay","2000-11-27, Lac-Saint-Jean--Saguenay, Quebec",6,1
2000-11-27,"General","37","Quebec","Lac-Saint-Louis","2000-11-27, Lac-Saint-Louis, Quebec",7,1
2000-11-27,"General","37","Quebec","LaSalle--Émard","2000-11-27, LaSalle--Émard, Quebec",8,1
2000-11-27,"General","37","Quebec","Laurentides","2000-11-27, Laurentides, Quebec",6,1
2000-11-27,"General","37","Quebec","Laurier--Sainte-Marie","2000-11-27, Laurier--Sainte-Marie, Quebec",8,1
2000-11-27,"General","37","Quebec","Laval Centre","2000-11-27, Laval Centre, Quebec",6,1
2000-11-27,"General","37","Quebec","Laval East","2000-11-27, Laval East, Quebec",9,1
2000-11-27,"General","37","Quebec","Laval West","2000-11-27, Laval West, Quebec",7,1
2000-11-27,"General","37","Quebec","Lévis-et-Chutes-de-la-Chaudière","2000-11-27, Lévis-et-Chutes-de-la-Chaudière, Quebec",6,1
2000-11-27,"General","37","Quebec","Longueuil","2000-11-27, Longueuil, Quebec",7,1
2000-11-27,"General","37","Quebec","Lotbinière--L'Érable","2000-11-27, Lotbinière--L'Érable, Quebec",5,1
2000-11-27,"General","37","Quebec","Louis-Hébert","2000-11-27, Louis-Hébert, Quebec",6,1
2000-11-27,"General","37","Quebec","Manicouagan","2000-11-27, Manicouagan, Quebec",5,1
2000-11-27,"General","37","Quebec","Matapédia--Matane","2000-11-27, Matapédia--Matane, Quebec",4,1
2000-11-27,"General","37","Quebec","Mercier","2000-11-27, Mercier, Quebec",8,1
2000-11-27,"General","37","Quebec","Mount Royal","2000-11-27, Mount Royal, Quebec",8,1
2000-11-27,"General","37","Quebec","Notre-Dame-de-Grâce--Lachine","2000-11-27, Notre-Dame-de-Grâce--Lachine, Quebec",9,1
2000-11-27,"General","37","Quebec","Outremont","2000-11-27, Outremont, Quebec",9,1
2000-11-27,"General","37","Quebec","Papineau--Saint-Denis","2000-11-27, Papineau--Saint-Denis, Quebec",9,1
2000-11-27,"General","37","Quebec","Pierrefonds--Dollard","2000-11-27, Pierrefonds--Dollard, Quebec",6,1
2000-11-27,"General","37","Quebec","Pontiac--Gatineau--Labelle","2000-11-27, Pontiac--Gatineau--Labelle, Quebec",9,1
2000-11-27,"General","37","Quebec","Portneuf","2000-11-27, Portneuf, Quebec",4,1
2000-11-27,"General","37","Quebec","Québec","2000-11-27, Québec, Quebec",8,1
2000-11-27,"General","37","Quebec","Québec East","2000-11-27, Québec East, Quebec",5,1
2000-11-27,"General","37","Quebec","Repentigny","2000-11-27, Repentigny, Quebec",6,1
2000-11-27,"General","37","Quebec","Richmond--Arthabaska","2000-11-27, Richmond--Arthabaska, Quebec",6,1
2000-11-27,"General","37","Quebec","Rimouski-Neigette-et-La Mitis","2000-11-27, Rimouski-Neigette-et-La Mitis, Quebec",6,1
2000-11-27,"General","37","Quebec","Rivière-des-Mille-Îles","2000-11-27, Rivière-des-Mille-Îles, Quebec",6,1
2000-11-27,"General","37","Quebec","Roberval","2000-11-27, Roberval, Quebec",5,1
2000-11-27,"General","37","Quebec","Rosemont--Petite-Patrie","2000-11-27, Rosemont--Petite-Patrie, Quebec",9,1
2000-11-27,"General","37","Quebec","Saint-Bruno--Saint-Hubert","2000-11-27, Saint-Bruno--Saint-Hubert, Quebec",6,1
2000-11-27,"General","37","Quebec","Saint-Hyacinthe--Bagot","2000-11-27, Saint-Hyacinthe--Bagot, Quebec",5,1
2000-11-27,"General","37","Quebec","Saint-Jean","2000-11-27, Saint-Jean, Quebec",6,1
2000-11-27,"General","37","Quebec","Saint-Lambert","2000-11-27, Saint-Lambert, Quebec",5,1
2000-11-27,"General","37","Quebec","Saint-Laurent--Cartierville","2000-11-27, Saint-Laurent--Cartierville, Quebec",8,1
2000-11-27,"General","37","Quebec","Saint-Léonard--Saint-Michel","2000-11-27, Saint-Léonard--Saint-Michel, Quebec",7,1
2000-11-27,"General","37","Quebec","Saint-Maurice","2000-11-27, Saint-Maurice, Quebec",6,1
2000-11-27,"General","37","Quebec","Shefford","2000-11-27, Shefford, Quebec",6,1
2000-11-27,"General","37","Quebec","Sherbrooke","2000-11-27, Sherbrooke, Quebec",8,1
2000-11-27,"General","37","Quebec","Témiscamingue","2000-11-27, Témiscamingue, Quebec",5,1
2000-11-27,"General","37","Quebec","Terrebonne--Blainville","2000-11-27, Terrebonne--Blainville, Quebec",6,1
2000-11-27,"General","37","Quebec","Trois-Rivières","2000-11-27, Trois-Rivières, Quebec",7,1
2000-11-27,"General","37","Quebec","Vaudreuil--Soulanges","2000-11-27, Vaudreuil--Soulanges, Quebec",5,1
2000-11-27,"General","37","Quebec","Verchères--Les Patriotes","2000-11-27, Verchères--Les Patriotes, Quebec",6,1
2000-11-27,"General","37","Quebec","Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles","2000-11-27, Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles, Quebec",9,1
2000-11-27,"General","37","Quebec","Westmount--Ville-Marie","2000-11-27, Westmount--Ville-Marie, Quebec",10,1
2000-11-27,"General","37","Newfoundland and Labrador","Bonavista--Trinity--Conception","2000-11-27, Bonavista--Trinity--Conception, Newfoundland and Labrador",4,1
2000-11-27,"General","37","Newfoundland and Labrador","Burin--St. George's","2000-11-27, Burin--St. George's, Newfoundland and Labrador",5,1
2000-11-27,"General","37","Newfoundland and Labrador","Gander--Grand Falls","2000-11-27, Gander--Grand Falls, Newfoundland and Labrador",4,1
2000-11-27,"General","37","Newfoundland and Labrador","Humber--St. Barbe--Baie Verte","2000-11-27, Humber--St. Barbe--Baie Verte, Newfoundland and Labrador",4,1
2000-11-27,"General","37","Newfoundland and Labrador","Labrador","2000-11-27, Labrador, Newfoundland and Labrador",4,1
2000-11-27,"General","37","Newfoundland and Labrador","St. John's East","2000-11-27, St. John's East, Newfoundland and Labrador",6,1
2000-11-27,"General","37","Newfoundland and Labrador","St. John's West","2000-11-27, St. John's West, Newfoundland and Labrador",5,1
2000-11-27,"General","37","New Brunswick","Acadie--Bathurst","2000-11-27, Acadie--Bathurst, New Brunswick",4,1
2000-11-27,"General","37","New Brunswick","Beauséjour--Petitcodiac","2000-11-27, Beauséjour--Petitcodiac, New Brunswick",4,1
2000-11-27,"General","37","New Brunswick","Fredericton","2000-11-27, Fredericton, New Brunswick",5,1
2000-11-27,"General","37","New Brunswick","Fundy--Royal","2000-11-27, Fundy--Royal, New Brunswick",4,1
2000-11-27,"General","37","New Brunswick","Madawaska--Restigouche","2000-11-27, Madawaska--Restigouche, New Brunswick",4,1
2000-11-27,"General","37","New Brunswick","Miramichi","2000-11-27, Miramichi, New Brunswick",4,1
2000-11-27,"General","37","New Brunswick","Moncton--Riverview--Dieppe","2000-11-27, Moncton--Riverview--Dieppe, New Brunswick",5,1
2000-11-27,"General","37","New Brunswick","New Brunswick Southwest","2000-11-27, New Brunswick Southwest, New Brunswick",4,1
2000-11-27,"General","37","New Brunswick","Saint John","2000-11-27, Saint John, New Brunswick",7,1
2000-11-27,"General","37","New Brunswick","Tobique--Mactaquac","2000-11-27, Tobique--Mactaquac, New Brunswick",4,1
2000-11-27,"General","37","Nova Scotia","Bras d'Or--Cape Breton","2000-11-27, Bras d'Or--Cape Breton, Nova Scotia",4,1
2000-11-27,"General","37","Nova Scotia","Cumberland--Colchester","2000-11-27, Cumberland--Colchester, Nova Scotia",4,1
2000-11-27,"General","37","Nova Scotia","Dartmouth","2000-11-27, Dartmouth, Nova Scotia",5,1
2000-11-27,"General","37","Nova Scotia","Halifax","2000-11-27, Halifax, Nova Scotia",7,1
2000-11-27,"General","37","Nova Scotia","Halifax West","2000-11-27, Halifax West, Nova Scotia",5,1
2000-11-27,"General","37","Nova Scotia","Kings--Hants","2000-11-27, Kings--Hants, Nova Scotia",8,1
2000-11-27,"General","37","Nova Scotia","Pictou--Antigonish--Guysborough","2000-11-27, Pictou--Antigonish--Guysborough, Nova Scotia",5,1
2000-11-27,"General","37","Nova Scotia","Sackville--Musquodoboit Valley--Eastern Shore","2000-11-27, Sackville--Musquodoboit Valley--Eastern Shore, Nova Scotia",5,1
2000-11-27,"General","37","Nova Scotia","South Shore","2000-11-27, South Shore, Nova Scotia",4,1
2000-11-27,"General","37","Nova Scotia","Sydney--Victoria","2000-11-27, Sydney--Victoria, Nova Scotia",4,1
2000-11-27,"General","37","Nova Scotia","West Nova","2000-11-27, West Nova, Nova Scotia",4,1
2000-11-27,"General","37","Prince Edward Island","Cardigan","2000-11-27, Cardigan, Prince Edward Island",4,1
2000-11-27,"General","37","Prince Edward Island","Egmont","2000-11-27, Egmont, Prince Edward Island",4,1
2000-11-27,"General","37","Prince Edward Island","Hillsborough","2000-11-27, Hillsborough, Prince Edward Island",6,1
2000-11-27,"General","37","Prince Edward Island","Malpeque","2000-11-27, Malpeque, Prince Edward Island",5,1
2000-11-27,"General","37","Yukon","Yukon","2000-11-27, Yukon, Yukon",5,1
2000-11-27,"General","37","Northwest Territories","Western Arctic","2000-11-27, Western Arctic, Northwest Territories",4,1
2000-11-27,"General","37","Nunavut","Nunavut","2000-11-27, Nunavut, Nunavut",4,1
2002-05-13,"By-Election","37","Alberta","Calgary Southwest","2002-05-13, Calgary Southwest, Alberta",5,1
2002-05-13,"By-Election","37","Manitoba","Saint Boniface","2002-05-13, Saint Boniface, Manitoba",6,1
2002-05-13,"By-Election","37","Ontario","Windsor West","2002-05-13, Windsor West, Ontario",6,1
2002-05-13,"By-Election","37","Quebec","Saint-Léonard--Saint-Michel","2002-05-13, Saint-Léonard--Saint-Michel, Quebec",5,1
2002-05-13,"By-Election","37","Quebec","Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles","2002-05-13, Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles, Quebec",6,1
2002-05-13,"By-Election","37","Newfoundland and Labrador","Bonavista--Trinity--Conception","2002-05-13, Bonavista--Trinity--Conception, Newfoundland and Labrador",6,1
2002-05-13,"By-Election","37","Newfoundland and Labrador","Gander--Grand Falls","2002-05-13, Gander--Grand Falls, Newfoundland and Labrador",4,1
2002-12-09,"By-Election","37","Quebec","Berthier--Montcalm","2002-12-09, Berthier--Montcalm, Quebec",5,1
2002-12-09,"By-Election","37","Quebec","Lac-Saint-Jean--Saguenay","2002-12-09, Lac-Saint-Jean--Saguenay, Quebec",7,1
2003-05-12,"By-Election","37","Ontario","Perth--Middlesex","2003-05-12, Perth--Middlesex, Ontario",5,1
2003-06-16,"By-Election","37","Quebec","Lévis-et-Chutes-de-la-Chaudière","2003-06-16, Lévis-et-Chutes-de-la-Chaudière, Quebec",7,1
2004-06-28,"General","38","British Columbia","Abbotsford","2004-06-28, Abbotsford, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Burnaby--Douglas","2004-06-28, Burnaby--Douglas, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Burnaby--New Westminster","2004-06-28, Burnaby--New Westminster, British Columbia",6,1
2004-06-28,"General","38","British Columbia","Cariboo--Prince George","2004-06-28, Cariboo--Prince George, British Columbia",8,1
2004-06-28,"General","38","British Columbia","Chilliwack--Fraser Canyon","2004-06-28, Chilliwack--Fraser Canyon, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Delta--Richmond East","2004-06-28, Delta--Richmond East, British Columbia",4,1
2004-06-28,"General","38","British Columbia","Dewdney--Alouette","2004-06-28, Dewdney--Alouette, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Esquimalt--Juan de Fuca","2004-06-28, Esquimalt--Juan de Fuca, British Columbia",6,1
2004-06-28,"General","38","British Columbia","Fleetwood--Port Kells","2004-06-28, Fleetwood--Port Kells, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Kamloops--Thompson","2004-06-28, Kamloops--Thompson, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Kelowna","2004-06-28, Kelowna, British Columbia",6,1
2004-06-28,"General","38","British Columbia","Kootenay--Columbia","2004-06-28, Kootenay--Columbia, British Columbia",4,1
2004-06-28,"General","38","British Columbia","Langley","2004-06-28, Langley, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Nanaimo--Alberni","2004-06-28, Nanaimo--Alberni, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Nanaimo--Cowichan","2004-06-28, Nanaimo--Cowichan, British Columbia",6,1
2004-06-28,"General","38","British Columbia","New Westminster--Coquitlam","2004-06-28, New Westminster--Coquitlam, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Newton--North Delta","2004-06-28, Newton--North Delta, British Columbia",5,1
2004-06-28,"General","38","British Columbia","North Okanagan--Shuswap","2004-06-28, North Okanagan--Shuswap, British Columbia",8,1
2004-06-28,"General","38","British Columbia","North Vancouver","2004-06-28, North Vancouver, British Columbia",6,1
2004-06-28,"General","38","British Columbia","Okanagan--Coquihalla","2004-06-28, Okanagan--Coquihalla, British Columbia",6,1
2004-06-28,"General","38","British Columbia","Port Moody--Westwood--Port Coquitlam","2004-06-28, Port Moody--Westwood--Port Coquitlam, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Prince George--Peace River","2004-06-28, Prince George--Peace River, British Columbia",6,1
2004-06-28,"General","38","British Columbia","Richmond","2004-06-28, Richmond, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Saanich--Gulf Islands","2004-06-28, Saanich--Gulf Islands, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Skeena--Bulkley Valley","2004-06-28, Skeena--Bulkley Valley, British Columbia",6,1
2004-06-28,"General","38","British Columbia","South Surrey--White Rock--Cloverdale","2004-06-28, South Surrey--White Rock--Cloverdale, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Southern Interior","2004-06-28, Southern Interior, British Columbia",8,1
2004-06-28,"General","38","British Columbia","Surrey North","2004-06-28, Surrey North, British Columbia",8,1
2004-06-28,"General","38","British Columbia","Vancouver Centre","2004-06-28, Vancouver Centre, British Columbia",8,1
2004-06-28,"General","38","British Columbia","Vancouver East","2004-06-28, Vancouver East, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Vancouver Island North","2004-06-28, Vancouver Island North, British Columbia",5,1
2004-06-28,"General","38","British Columbia","Vancouver Kingsway","2004-06-28, Vancouver Kingsway, British Columbia",8,1
2004-06-28,"General","38","British Columbia","Vancouver Quadra","2004-06-28, Vancouver Quadra, British Columbia",7,1
2004-06-28,"General","38","British Columbia","Vancouver South","2004-06-28, Vancouver South, British Columbia",9,1
2004-06-28,"General","38","British Columbia","Victoria","2004-06-28, Victoria, British Columbia",5,1
2004-06-28,"General","38","British Columbia","West Vancouver--Sunshine Coast","2004-06-28, West Vancouver--Sunshine Coast, British Columbia",6,1
2004-06-28,"General","38","Alberta","Athabasca","2004-06-28, Athabasca, Alberta",4,1
2004-06-28,"General","38","Alberta","Calgary--Nose Hill","2004-06-28, Calgary--Nose Hill, Alberta",4,1
2004-06-28,"General","38","Alberta","Calgary East","2004-06-28, Calgary East, Alberta",5,1
2004-06-28,"General","38","Alberta","Calgary North Centre","2004-06-28, Calgary North Centre, Alberta",6,1
2004-06-28,"General","38","Alberta","Calgary Northeast","2004-06-28, Calgary Northeast, Alberta",5,1
2004-06-28,"General","38","Alberta","Calgary South Centre","2004-06-28, Calgary South Centre, Alberta",5,1
2004-06-28,"General","38","Alberta","Calgary Southeast","2004-06-28, Calgary Southeast, Alberta",4,1
2004-06-28,"General","38","Alberta","Calgary Southwest","2004-06-28, Calgary Southwest, Alberta",6,1
2004-06-28,"General","38","Alberta","Calgary West","2004-06-28, Calgary West, Alberta",6,1
2004-06-28,"General","38","Alberta","Crowfoot","2004-06-28, Crowfoot, Alberta",5,1
2004-06-28,"General","38","Alberta","Edmonton--Beaumont","2004-06-28, Edmonton--Beaumont, Alberta",5,1
2004-06-28,"General","38","Alberta","Edmonton--Leduc","2004-06-28, Edmonton--Leduc, Alberta",4,1
2004-06-28,"General","38","Alberta","Edmonton--Sherwood Park","2004-06-28, Edmonton--Sherwood Park, Alberta",4,1
2004-06-28,"General","38","Alberta","Edmonton--Spruce Grove","2004-06-28, Edmonton--Spruce Grove, Alberta",4,1
2004-06-28,"General","38","Alberta","Edmonton--St. Albert","2004-06-28, Edmonton--St. Albert, Alberta",4,1
2004-06-28,"General","38","Alberta","Edmonton--Strathcona","2004-06-28, Edmonton--Strathcona, Alberta",6,1
2004-06-28,"General","38","Alberta","Edmonton Centre","2004-06-28, Edmonton Centre, Alberta",8,1
2004-06-28,"General","38","Alberta","Edmonton East","2004-06-28, Edmonton East, Alberta",5,1
2004-06-28,"General","38","Alberta","Lethbridge","2004-06-28, Lethbridge, Alberta",6,1
2004-06-28,"General","38","Alberta","Macleod","2004-06-28, Macleod, Alberta",4,1
2004-06-28,"General","38","Alberta","Medicine Hat","2004-06-28, Medicine Hat, Alberta",4,1
2004-06-28,"General","38","Alberta","Peace River","2004-06-28, Peace River, Alberta",4,1
2004-06-28,"General","38","Alberta","Red Deer","2004-06-28, Red Deer, Alberta",5,1
2004-06-28,"General","38","Alberta","Vegreville--Wainwright","2004-06-28, Vegreville--Wainwright, Alberta",4,1
2004-06-28,"General","38","Alberta","Westlock--St. Paul","2004-06-28, Westlock--St. Paul, Alberta",4,1
2004-06-28,"General","38","Alberta","Wetaskiwin","2004-06-28, Wetaskiwin, Alberta",5,1
2004-06-28,"General","38","Alberta","Wild Rose","2004-06-28, Wild Rose, Alberta",4,1
